Beta,Gamma,Rho,k,Eta,N,loglik,loglik.se
3.6292511067960374,2,0.05569420042645274,10.000000000000012,0.612564102564108,38000.00000000002,-104.27230742319423,0.032476975580894296
3.782626843757791,2,0.057612257525356446,10.000000000000002,0.5884615384615431,38000.00000000003,-104.28001871357962,0.03521891080686316
3.963714248380354,2,0.06017556540711963,10.000000000000002,0.5618071882180401,38000.00000000001,-104.28468310407555,0.02731046452851827
3.5332865820911805,2,0.05407232634245155,10,0.631060624512541,38000.00000000001,-104.29761213885092,0.04543072315159365
4.181858843017344,2,0.06625166595025836,10.000000000000009,0.5307177479076869,38000,-104.29872156821114,0.0396894519762936
4.085582611836915,2,0.06311726276958746,9.999999999999998,0.5455794776109409,38000,-104.30351799934456,0.03847649745038387
3.770617391744439,2,0.05904114620363282,10,0.5884615384615431,38000.000000000015,-104.30538974744502,0.024945304677567944
4.02068140546,2,0.0608214615642397,9.99999999999999,0.5552644175111165,37999.99999999996,-104.30635191727066,0.01749348516657599
3.862791436133785,2,0.05811001473835861,10.000000000000012,0.5784510803641589,38000.00000000003,-104.31055620997756,0.03366988931944932
3.486384996818531,2,0.05467075157066647,10,0.6366666666666623,38000.000000000015,-104.31349402205628,0.047621087800776854
3.7630067477588423,2,0.05943875473809926,10.000000000000004,0.5904496850536042,38000.00000000001,-104.31523477690928,0.03567742525259201
4.10922177632259,2,0.06413099495532819,10.000000000000007,0.5402564102564104,38000.00000000002,-104.31849327241905,0.027703824353899776
4.26238593763652,2,0.06581672240691568,10.000000000000009,0.5228552645931386,38000.00000000003,-104.318995889606,0.04101979337814565
3.626810948164684,2,0.05629028545754459,10.000000000000002,0.6125641025641081,37999.99999999999,-104.3195510220555,0.021915818953051152
4.129022307144102,2,0.06323095967071503,10,0.5402564102564104,37999.99999999999,-104.3196444940676,0.038458142592785745
3.436152444592744,2,0.05314130145388976,9.999999999999986,0.6455252416874059,37999.99999999996,-104.31980408066644,0.03431525026691968
3.363170710191193,2,0.052672373761960975,10.000000000000007,0.6607692307692309,38000.00000000004,-104.32106760193079,0.038023943301684404
3.7554908434888534,2,0.059352654068594406,9.999999999999993,0.5884615384615431,37999.99999999998,-104.32987846978357,0.04313311735091858
3.4108726076292855,2,0.05242768842685406,10.000000000000004,0.653059737536102,38000.000000000015,-104.3317541785932,0.03434140870315141
4.367738201453506,2,0.06840673492295644,9.999999999999998,0.5083540721521678,37999.99999999999,-104.33218742031896,0.04012949786191805
3.35906504751843,2,0.051992912554907726,10.00000000000001,0.6607692307692311,38000.000000000065,-104.3332991628114,0.04225712623771409
3.3093233240840716,2,0.05054174495452571,10.000000000000004,0.6756071249590683,38000.00000000005,-104.33448140912976,0.02915778752293744
3.934330522621252,2,0.06142517159793751,10.000000000000005,0.5643589743589705,38000,-104.33476919861921,0.040212301688095246
4.278522419900279,2,0.06793287083320222,10.000000000000004,0.5161538461538453,38000.000000000065,-104.33533246834511,0.020159009225981725
